"FIPS","State","County, State","2015 Food Insecurity Rate","# of Food Insecure Persons in 2015","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2015 Child food insecurity rate","# of Food Insecure Children in 2015","% food insecure children in HH w/ HH incomes below 185 FPL in 2015","% food insecure children in HH w/ HH incomes above 185 FPL in 2015","2015 Cost Per Meal","2015 Weighted Annual Food Budget Shortfall"
"16079","ID","Shoshone County, Idaho","17.6%","  2,210 ","130%","SNAP","185%","Other Nutrition Program","52.6%","18.5%","29.0%","22.3%","  560 ","61%","39%","$3.12","$1,235,000.00"
"16081","ID","Teton County, Idaho","10.6%","  1,090 ","130%","SNAP","185%","Other Nutrition Program","47.7%","20.9%","31.3%","14.8%","  440 ","58%","42%","$3.04","$594,000.00"
"16083","ID","Twin Falls County, Idaho","13.1%","  10,450 ","130%","SNAP","185%","Other Nutrition Program","55.9%","26.5%","17.6%","16.9%","  3,750 ","75%","25%","$2.85","$5,333,000.00"
"16085","ID","Valley County, Idaho","16.0%","  1,550 ","130%","SNAP","185%","Other Nutrition Program","40.2%","16.6%","43.3%","19.0%","  340 ","63%","37%","$3.06","$852,000.00"
"16087","ID","Washington County, Idaho","13.6%","  1,360 ","130%","SNAP","185%","Other Nutrition Program","66.4%","31.3%","2.3%","19.7%","  470 ","83%","17%","$2.86","$698,000.00"
"17001","IL","Adams County, Illinois","12.4%","  8,310 ","165%","SNAP","185%","Other Nutrition Program","63.7%","6.9%","29.4%","19.0%","  2,900 ","75%","26%","$2.59","$3,864,000.00"
"17003","IL","Alexander County, Illinois","23.3%","  1,710 ","165%","SNAP","185%","Other Nutrition Program","84.9%","7.0%","8.1%","30.6%","  540 ","90%","10%","$2.70","$827,000.00"
"17005","IL","Bond County, Illinois","12.2%","  2,120 ","165%","SNAP","185%","Other Nutrition Program","68.0%","5.6%","26.4%","20.3%","  700 ","89%","11%","$2.71","$1,031,000.00"
"17007","IL","Boone County, Illinois","7.2%","  3,900 ","165%","SNAP","185%","Other Nutrition Program","80.4%","10.4%","9.2%","16.0%","  2,310 ","80%","20%","$2.55","$1,783,000.00"
"17009","IL","Brown County, Illinois","11.4%","  780 ","165%","SNAP","185%","Other Nutrition Program","43.9%","7.4%","48.7%","15.2%","  160 ","70%","30%","$2.59","$362,000.00"
"17011","IL","Bureau County, Illinois","10.4%","  3,540 ","165%","SNAP","185%","Other Nutrition Program","69.4%","5.2%","25.4%","19.3%","  1,460 ","76%","24%","$3.00","$1,902,000.00"
"17013","IL","Calhoun County, Illinois","11.5%","  580 ","165%","SNAP","185%","Other Nutrition Program","55.2%","4.7%","40.1%","19.8%","  210 ","63%","37%","$2.91","$303,000.00"
"17015","IL","Carroll County, Illinois","10.9%","  1,620 ","165%","SNAP","185%","Other Nutrition Program","65.2%","7.3%","27.5%","19.2%","  570 ","72%","28%","$2.63","$765,000.00"
"17017","IL","Cass County, Illinois","8.8%","  1,170 ","165%","SNAP","185%","Other Nutrition Program","79.0%","10.1%","10.9%","17.8%","  580 ","84%","16%","$2.74","$574,000.00"
"17019","IL","Champaign County, Illinois","16.3%","  33,550 ","165%","SNAP","185%","Other Nutrition Program","67.2%","3.1%","29.7%","18.4%","  7,240 ","70%","31%","$2.94","$17,678,000.00"
"17021","IL","Christian County, Illinois","12.6%","  4,290 ","165%","SNAP","185%","Other Nutrition Program","62.6%","7.0%","30.4%","20.9%","  1,540 ","72%","29%","$2.50","$1,920,000.00"
"17023","IL","Clark County, Illinois","12.2%","  1,970 ","165%","SNAP","185%","Other Nutrition Program","71.6%","8.4%","20.1%","21.6%","  800 ","90%","10%","$2.66","$941,000.00"
"17025","IL","Clay County, Illinois","12.1%","  1,640 ","165%","SNAP","185%","Other Nutrition Program","76.3%","8.6%","15.2%","22.1%","  690 ","92%","8%","$2.61","$768,000.00"
"17027","IL","Clinton County, Illinois","8.9%","  3,370 ","165%","SNAP","185%","Other Nutrition Program","51.2%","5.6%","43.1%","15.7%","  1,290 ","56%","44%","$2.56","$1,545,000.00"
"17029","IL","Coles County, Illinois","15.6%","  8,290 ","165%","SNAP","185%","Other Nutrition Program","75.1%","2.1%","22.8%","21.9%","  2,100 ","82%","18%","$2.57","$3,817,000.00"
"17031","IL","Cook County, Illinois","12.6%","  661,630 ","165%","SNAP","185%","Other Nutrition Program","71.9%","5.0%","23.1%","17.0%","  203,570 ","72%","28%","$2.89","$342,407,000.00"
"17033","IL","Crawford County, Illinois","11.4%","  2,230 ","165%","SNAP","185%","Other Nutrition Program","61.1%","7.2%","31.7%","19.1%","  730 ","79%","21%","$2.71","$1,083,000.00"
"17035","IL","Cumberland County, Illinois","11.5%","  1,260 ","165%","SNAP","185%","Other Nutrition Program","68.9%","6.2%","24.9%","20.1%","  510 ","75%","25%","$2.63","$595,000.00"
"17037","IL","DeKalb County, Illinois","13.4%","  13,940 ","165%","SNAP","185%","Other Nutrition Program","68.2%","1.9%","29.9%","18.6%","  4,270 ","69%","32%","$3.04","$7,593,000.00"
"17039","IL","De Witt County, Illinois","10.8%","  1,760 ","165%","SNAP","185%","Other Nutrition Program","56.2%","3.1%","40.7%","19.4%","  700 ","59%","41%","$2.86","$903,000.00"
"17041","IL","Douglas County, Illinois","9.4%","  1,860 ","165%","SNAP","185%","Other Nutrition Program","72.0%","5.8%","22.2%","17.0%","  860 ","85%","15%","$2.78","$926,000.00"
"17043","IL","DuPage County, Illinois","7.3%","  68,210 ","165%","SNAP","185%","Other Nutrition Program","54.3%","4.9%","40.7%","13.4%","  29,620 ","55%","45%","$3.02","$36,961,000.00"
"17045","IL","Edgar County, Illinois","13.0%","  2,340 ","165%","SNAP","185%","Other Nutrition Program","74.6%","6.6%","18.8%","21.7%","  840 ","89%","11%","$2.77","$1,161,000.00"
"17047","IL","Edwards County, Illinois","10.9%","  720 ","165%","SNAP","185%","Other Nutrition Program","72.7%","9.3%","17.9%","19.0%","  290 ","87%","13%","$2.70","$348,000.00"
"17049","IL","Effingham County, Illinois","9.9%","  3,400 ","165%","SNAP","185%","Other Nutrition Program","63.8%","7.7%","28.4%","17.7%","  1,460 ","72%","29%","$2.66","$1,621,000.00"
"17051","IL","Fayette County, Illinois","12.9%","  2,850 ","165%","SNAP","185%","Other Nutrition Program","71.5%","6.5%","22.0%","23.2%","  1,140 ","85%","15%","$2.41","$1,234,000.00"
"17053","IL","Ford County, Illinois","11.2%","  1,550 ","165%","SNAP","185%","Other Nutrition Program","68.2%","5.2%","26.5%","20.4%","  650 ","73%","27%","$2.87","$798,000.00"
"17055","IL","Franklin County, Illinois","14.3%","  5,680 ","165%","SNAP","185%","Other Nutrition Program","74.4%","6.2%","19.4%","23.6%","  2,110 ","87%","13%","$2.80","$2,851,000.00"
"17057","IL","Fulton County, Illinois","12.9%","  4,700 ","165%","SNAP","185%","Other Nutrition Program","67.4%","6.0%","26.6%","20.9%","  1,540 ","80%","20%","$2.50","$2,110,000.00"
"17059","IL","Gallatin County, Illinois","12.7%","  690 ","165%","SNAP","185%","Other Nutrition Program","82.8%","4.7%","12.5%","20.9%","  230 ","86%","14%","$2.59","$320,000.00"
"17061","IL","Greene County, Illinois","12.8%","  1,720 ","165%","SNAP","185%","Other Nutrition Program","76.4%","9.6%","14.0%","21.4%","  630 ","90%","10%","$2.64","$813,000.00"
"17063","IL","Grundy County, Illinois","9.4%","  4,740 ","165%","SNAP","185%","Other Nutrition Program","57.2%","5.3%","37.5%","16.4%","  2,150 ","60%","40%","$2.94","$2,500,000.00"
"17065","IL","Hamilton County, Illinois","11.7%","  970 ","165%","SNAP","185%","Other Nutrition Program","68.3%","5.2%","26.5%","18.2%","  340 ","62%","38%","$2.64","$459,000.00"
"17067","IL","Hancock County, Illinois","11.1%","  2,090 ","165%","SNAP","185%","Other Nutrition Program","67.4%","8.1%","24.6%","19.7%","  770 ","86%","14%","$2.58","$968,000.00"
"17069","IL","Hardin County, Illinois","13.9%","  590 ","165%","SNAP","185%","Other Nutrition Program","76.1%","6.4%","17.5%","22.2%","  190 ","75%","25%","$2.56","$271,000.00"
"17071","IL","Henderson County, Illinois","10.5%","  740 ","165%","SNAP","185%","Other Nutrition Program","63.9%","11.5%","24.5%","20.0%","  270 ","78%","22%","$2.59","$344,000.00"
"17073","IL","Henry County, Illinois","10.2%","  5,110 ","165%","SNAP","185%","Other Nutrition Program","59.3%","6.2%","34.5%","17.3%","  1,990 ","62%","38%","$2.54","$2,325,000.00"
"17075","IL","Iroquois County, Illinois","11.3%","  3,290 ","165%","SNAP","185%","Other Nutrition Program","73.8%","6.2%","20.0%","20.8%","  1,370 ","81%","19%","$2.86","$1,685,000.00"
"17077","IL","Jackson County, Illinois","19.3%","  11,490 ","165%","SNAP","185%","Other Nutrition Program","76.8%","2.1%","21.1%","22.2%","  2,370 ","79%","22%","$2.83","$5,839,000.00"
"17079","IL","Jasper County, Illinois","9.9%","  950 ","165%","SNAP","185%","Other Nutrition Program","60.7%","6.8%","32.5%","17.1%","  370 ","58%","42%","$2.67","$456,000.00"
"17081","IL","Jefferson County, Illinois","14.1%","  5,460 ","165%","SNAP","185%","Other Nutrition Program","64.2%","7.6%","28.2%","21.8%","  1,830 ","81%","19%","$2.60","$2,548,000.00"
"17083","IL","Jersey County, Illinois","9.8%","  2,210 ","165%","SNAP","185%","Other Nutrition Program","50.9%","6.6%","42.4%","16.5%","  820 ","49%","51%","$2.75","$1,090,000.00"
"17085","IL","Jo Daviess County, Illinois","9.7%","  2,170 ","165%","SNAP","185%","Other Nutrition Program","61.5%","9.5%","29.0%","16.5%","  730 ","71%","29%","$3.09","$1,201,000.00"
"17087","IL","Johnson County, Illinois","13.4%","  1,720 ","165%","SNAP","185%","Other Nutrition Program","56.9%","4.1%","39.0%","20.8%","  490 ","68%","32%","$2.72","$839,000.00"
"17089","IL","Kane County, Illinois","5.7%","  30,040 ","165%","SNAP","185%","Other Nutrition Program","87.5%","5.1%","7.4%","14.9%","  21,490 ","70%","30%","$2.83","$15,226,000.00"
"17091","IL","Kankakee County, Illinois","13.5%","  15,160 ","165%","SNAP","185%","Other Nutrition Program","62.7%","5.3%","32.0%","19.2%","  5,250 ","71%","29%","$2.85","$7,749,000.00"
"17093","IL","Kendall County, Illinois","5.8%","  6,920 ","165%","SNAP","185%","Other Nutrition Program","61.0%","10.6%","28.3%","12.6%","  4,580 ","62%","38%","$2.70","$3,352,000.00"
"17095","IL","Knox County, Illinois","14.3%","  7,450 ","165%","SNAP","185%","Other Nutrition Program","71.3%","5.3%","23.4%","22.2%","  2,320 ","82%","18%","$2.68","$3,581,000.00"
"17097","IL","Lake County, Illinois","7.2%","  50,300 ","165%","SNAP","185%","Other Nutrition Program","66.8%","5.3%","27.8%","14.3%","  26,010 ","64%","36%","$3.08","$27,792,000.00"
"17099","IL","LaSalle County, Illinois","11.2%","  12,560 ","165%","SNAP","185%","Other Nutrition Program","67.0%","4.7%","28.3%","19.4%","  4,870 ","74%","26%","$2.70","$6,077,000.00"
"17101","IL","Lawrence County, Illinois","13.9%","  2,310 ","165%","SNAP","185%","Other Nutrition Program","49.3%","8.5%","42.1%","20.6%","  650 ","98%","2%","$2.73","$1,132,000.00"
"17103","IL","Lee County, Illinois","10.7%","  3,740 ","165%","SNAP","185%","Other Nutrition Program","63.6%","5.4%","31.0%","17.2%","  1,230 ","72%","28%","$2.55","$1,709,000.00"
"17105","IL","Livingston County, Illinois","11.2%","  4,200 ","165%","SNAP","185%","Other Nutrition Program","57.6%","6.5%","35.9%","18.6%","  1,480 ","77%","23%","$2.49","$1,878,000.00"
"17107","IL","Logan County, Illinois","13.3%","  3,990 ","165%","SNAP","185%","Other Nutrition Program","49.1%","2.8%","48.1%","19.6%","  1,130 ","66%","34%","$2.51","$1,793,000.00"
"17109","IL","McDonough County, Illinois","15.8%","  5,050 ","165%","SNAP","185%","Other Nutrition Program","63.9%","4.2%","31.9%","19.8%","  1,040 ","76%","24%","$2.62","$2,375,000.00"
"17111","IL","McHenry County, Illinois","7.0%","  21,450 ","165%","SNAP","185%","Other Nutrition Program","55.6%","5.3%","39.2%","14.5%","  11,360 ","53%","47%","$2.93","$11,289,000.00"
"17113","IL","McLean County, Illinois","12.4%","  21,410 ","165%","SNAP","185%","Other Nutrition Program","57.0%","4.5%","38.5%","15.1%","  5,790 ","61%","39%","$2.96","$11,372,000.00"
"17115","IL","Macon County, Illinois","15.9%","  17,330 ","165%","SNAP","185%","Other Nutrition Program","61.7%","4.9%","33.4%","21.8%","  5,350 ","73%","27%","$2.66","$8,272,000.00"
"17117","IL","Macoupin County, Illinois","11.5%","  5,380 ","165%","SNAP","185%","Other Nutrition Program","65.0%","7.6%","27.3%","19.8%","  2,030 ","78%","23%","$2.92","$2,819,000.00"
"17119","IL","Madison County, Illinois","12.7%","  34,090 ","165%","SNAP","185%","Other Nutrition Program","58.6%","5.7%","35.7%","18.3%","  10,920 ","65%","35%","$2.71","$16,571,000.00"
"17121","IL","Marion County, Illinois","14.0%","  5,410 ","165%","SNAP","185%","Other Nutrition Program","74.7%","7.8%","17.5%","23.7%","  2,110 ","87%","13%","$2.85","$2,761,000.00"
"17123","IL","Marshall County, Illinois","10.0%","  1,220 ","165%","SNAP","185%","Other Nutrition Program","61.4%","7.0%","31.6%","18.8%","  470 ","83%","17%","$2.80","$613,000.00"
"17125","IL","Mason County, Illinois","13.0%","  1,830 ","165%","SNAP","185%","Other Nutrition Program","70.6%","6.7%","22.7%","21.5%","  650 ","86%","14%","$2.75","$904,000.00"
"17127","IL","Massac County, Illinois","14.5%","  2,180 ","165%","SNAP","185%","Other Nutrition Program","71.6%","8.4%","20.0%","22.3%","  740 ","90%","10%","$2.76","$1,081,000.00"
"17129","IL","Menard County, Illinois","10.2%","  1,290 ","165%","SNAP","185%","Other Nutrition Program","60.2%","5.7%","34.2%","18.4%","  530 ","77%","23%","$2.73","$631,000.00"
"17131","IL","Mercer County, Illinois","10.4%","  1,670 ","165%","SNAP","185%","Other Nutrition Program","56.4%","10.3%","33.3%","18.0%","  640 ","72%","28%","$2.75","$824,000.00"
"17133","IL","Monroe County, Illinois","7.8%","  2,600 ","165%","SNAP","185%","Other Nutrition Program","38.5%","8.7%","52.8%","14.6%","  1,130 ","42%","58%","$3.17","$1,478,000.00"
"17135","IL","Montgomery County, Illinois","13.6%","  4,000 ","165%","SNAP","185%","Other Nutrition Program","52.6%","6.3%","41.1%","21.6%","  1,300 ","75%","25%","$2.50","$1,794,000.00"
"17137","IL","Morgan County, Illinois","12.7%","  4,470 ","165%","SNAP","185%","Other Nutrition Program","64.3%","5.4%","30.3%","18.6%","  1,340 ","77%","23%","$2.52","$2,021,000.00"
"17139","IL","Moultrie County, Illinois","10.8%","  1,610 ","165%","SNAP","185%","Other Nutrition Program","75.1%","6.4%","18.5%","20.0%","  730 ","92%","9%","$2.65","$765,000.00"
"17141","IL","Ogle County, Illinois","9.5%","  5,000 ","165%","SNAP","185%","Other Nutrition Program","68.2%","7.1%","24.7%","16.9%","  2,070 ","72%","28%","$2.54","$2,275,000.00"
"17143","IL","Peoria County, Illinois","15.7%","  29,420 ","165%","SNAP","185%","Other Nutrition Program","61.5%","5.7%","32.9%","20.1%","  8,990 ","73%","27%","$2.86","$15,105,000.00"
"17145","IL","Perry County, Illinois","14.2%","  3,090 ","165%","SNAP","185%","Other Nutrition Program","61.1%","5.9%","33.0%","22.5%","  980 ","81%","19%","$2.70","$1,497,000.00"
"17147","IL","Piatt County, Illinois","8.4%","  1,390 ","165%","SNAP","185%","Other Nutrition Program","50.5%","7.5%","42.0%","15.7%","  590 ","62%","38%","$2.85","$711,000.00"
"17149","IL","Pike County, Illinois","11.4%","  1,840 ","165%","SNAP","185%","Other Nutrition Program","74.4%","8.4%","17.1%","18.4%","  660 ","85%","15%","$2.56","$844,000.00"
"17151","IL","Pope County, Illinois","12.2%","  530 ","165%","SNAP","185%","Other Nutrition Program","63.1%","13.9%","23.0%","21.3%","  150 ","75%","25%","$2.68","$254,000.00"
"17153","IL","Pulaski County, Illinois","19.0%","  1,120 ","165%","SNAP","185%","Other Nutrition Program","84.9%","10.9%","4.2%","22.3%","  300 ","98%","2%","$2.73","$548,000.00"
"17155","IL","Putnam County, Illinois","10.3%","  600 ","165%","SNAP","185%","Other Nutrition Program","56.0%","6.2%","37.8%","20.6%","  250 ","69%","32%","$2.72","$293,000.00"
"17157","IL","Randolph County, Illinois","12.0%","  3,970 ","165%","SNAP","185%","Other Nutrition Program","59.9%","4.2%","35.9%","18.2%","  1,170 ","73%","27%","$2.47","$1,758,000.00"
"17159","IL","Richland County, Illinois","12.5%","  2,020 ","165%","SNAP","185%","Other Nutrition Program","80.2%","4.7%","15.1%","20.3%","  740 ","92%","8%","$2.73","$988,000.00"
"17161","IL","Rock Island County, Illinois","12.0%","  17,620 ","165%","SNAP","185%","Other Nutrition Program","66.8%","6.0%","27.3%","19.2%","  6,340 ","77%","23%","$2.71","$8,574,000.00"
"17163","IL","St. Clair County, Illinois","17.2%","  45,870 ","165%","SNAP","185%","Other Nutrition Program","61.8%","5.7%","32.5%","20.3%","  13,190 ","70%","30%","$2.82","$23,205,000.00"
"17165","IL","Saline County, Illinois","15.8%","  3,920 ","165%","SNAP","185%","Other Nutrition Program","77.6%","3.8%","18.5%","25.4%","  1,380 ","80%","20%","$2.52","$1,768,000.00"
"17167","IL","Sangamon County, Illinois","13.6%","  27,160 ","165%","SNAP","185%","Other Nutrition Program","60.5%","4.6%","34.8%","19.2%","  8,830 ","69%","31%","$2.79","$13,580,000.00"
"17169","IL","Schuyler County, Illinois","13.0%","  950 ","165%","SNAP","185%","Other Nutrition Program","64.6%","6.7%","28.7%","18.2%","  260 ","49%","51%","$2.59","$441,000.00"
"17171","IL","Scott County, Illinois","11.7%","  610 ","165%","SNAP","185%","Other Nutrition Program","69.5%","5.1%","25.3%","20.0%","  240 ","73%","27%","$2.58","$282,000.00"
"17173","IL","Shelby County, Illinois","10.6%","  2,350 ","165%","SNAP","185%","Other Nutrition Program","73.1%","10.2%","16.7%","18.4%","  880 ","90%","10%","$2.70","$1,139,000.00"
"17175","IL","Stark County, Illinois","11.0%","  650 ","165%","SNAP","185%","Other Nutrition Program","70.2%","11.2%","18.6%","19.5%","  250 ","87%","13%","$2.73","$318,000.00"
"17177","IL","Stephenson County, Illinois","13.8%","  6,440 ","165%","SNAP","185%","Other Nutrition Program","69.5%","8.5%","22.0%","20.5%","  2,080 ","88%","12%","$2.67","$3,083,000.00"
"17179","IL","Tazewell County, Illinois","10.4%","  14,130 ","165%","SNAP","185%","Other Nutrition Program","54.4%","5.4%","40.2%","17.4%","  5,480 ","65%","35%","$2.75","$6,972,000.00"
"17181","IL","Union County, Illinois","12.7%","  2,240 ","165%","SNAP","185%","Other Nutrition Program","70.9%","4.8%","24.4%","20.6%","  760 ","76%","25%","$2.72","$1,094,000.00"
"17183","IL","Vermilion County, Illinois","15.3%","  12,260 ","165%","SNAP","185%","Other Nutrition Program","68.9%","6.4%","24.7%","21.9%","  4,240 ","79%","21%","$2.56","$5,618,000.00"
"17185","IL","Wabash County, Illinois","11.5%","  1,340 ","165%","SNAP","185%","Other Nutrition Program","70.0%","5.7%","24.3%","18.6%","  470 ","80%","20%","$2.72","$653,000.00"
"17187","IL","Warren County, Illinois","10.6%","  1,880 ","165%","SNAP","185%","Other Nutrition Program","78.3%","8.7%","13.1%","19.0%","  750 ","100%","0%","$2.65","$893,000.00"
"17189","IL","Washington County, Illinois","10.0%","  1,450 ","165%","SNAP","185%","Other Nutrition Program","61.2%","6.2%","32.7%","17.1%","  530 ","70%","30%","$2.72","$708,000.00"
"17191","IL","Wayne County, Illinois","12.2%","  2,020 ","165%","SNAP","185%","Other Nutrition Program","70.6%","5.7%","23.8%","21.9%","  820 ","81%","19%","$2.68","$972,000.00"
"17193","IL","White County, Illinois","11.8%","  1,710 ","165%","SNAP","185%","Other Nutrition Program","67.8%","7.4%","24.8%","19.5%","  610 ","71%","29%","$2.72","$835,000.00"
"17195","IL","Whiteside County, Illinois","9.8%","  5,620 ","165%","SNAP","185%","Other Nutrition Program","73.5%","9.4%","17.1%","18.1%","  2,380 ","89%","11%","$2.62","$2,636,000.00"
"17197","IL","Will County, Illinois","7.7%","  52,690 ","165%","SNAP","185%","Other Nutrition Program","54.8%","6.5%","38.7%","14.1%","  26,170 ","56%","44%","$2.92","$27,591,000.00"
"17199","IL","Williamson County, Illinois","12.9%","  8,650 ","165%","SNAP","185%","Other Nutrition Program","66.7%","4.7%","28.6%","20.2%","  2,950 ","74%","26%","$2.65","$4,110,000.00"
"17201","IL","Winnebago County, Illinois","13.5%","  39,250 ","165%","SNAP","185%","Other Nutrition Program","70.5%","5.9%","23.6%","20.1%","  14,060 ","77%","23%","$2.65","$18,636,000.00"
"17203","IL","Woodford County, Illinois","9.0%","  3,540 ","165%","SNAP","185%","Other Nutrition Program","52.1%","5.1%","42.9%","16.7%","  1,640 ","67%","33%","$2.90","$1,840,000.00"
